Crop,N,P,K,Temperature,Humidity,pH,Rainfall,Yield
soybean,,,,26.0,,,296,unknown
,,70,,18.3,,6.1,,3839.4
cotton,126,36,,39.1,62.1,6.5,,
groundnut,,,,17.5,69.4,4.9,70,
maize,110,,,,,8.0,,3221.3
banana,,79,,,64.9,,,4357.7
millet,79,,,,94.4,,121,
groundnut,,,41,,,,,
soybean,,,67,22.3,38.0,,51,
N/A,100,,,20.1,95.1,,279,
soybean,,,,,89.0,5.0,,unknown
cotton,127,,34,,,,198,3139.9
,,,,,,,,
barley,,79,56,,,7.0,,
millet,,,,,76.0,8.2,,
barley,,,52,,40.3,,,unknown
maize,,,,,,6.2,230,4139.5
cotton,,,,34.4,,5.2,51,
barley,,30,,,,7.6,129,
wheat,,26,,,89.2,,,3492.8
unknown,91,,24,36.9,41.4,,,
wheat,,,,,,,,unknown
unknown,97,,71,,,,160,
wheat,110,,33,26.0,,5.2,,
rice,68,24,46,,,,,
barley,106,,,,,,,3502.5
,91,,,,,,,
,,52,63,15.7,,5.2,160,4830.5
N/A,108,,,25.9,97.3,,,3582.5
barley,,,,,36.8,,165,
banana,,41,,,,,96,4237.4
banana,,,,,66.2,6.5,,5037.7
groundnut,,,,,32.0,,,
millet,,,,22.4,,,290,unknown
,,,42,,96.1,,132,
barley,,57,,,55.1,,,2929.8
rice,,,,,,7.1,188,unknown
millet,,,,,,,294,unknown
sugarcane,,68,39,21.8,,5.5,124,
barley,,,,,,,,
maize,105,48,21,,,5.2,,3639.5
cotton,,36,,31.9,,,,2660.5
millet,113,71,,27.4,,,93,
cotton,,,,21.8,,,290,2708.7
cotton,61,,,19.4,30.1,,,
millet,54,62,,15.6,82.4,,,
N/A,,38,,,,7.2,91,
sugarcane,,,,,,7.0,163,3909.5
unknown,,,68,,,6.3,,
cotton,52,,,,87.6,,,3216.8
unknown,,,73,,,,,
soybean,79,,,25.0,100.0,5.6,,
,,,,,82.5,6.6,,2127.4
N/A,,,,,,,,
N/A,108,51,,20.8,,6.7,67,
unknown,119,,74,25.5,,5.6,,
unknown,,,,27.0,,,,3739.6
soybean,,,,23.2,,6.7,,
barley,115,63,35,,33.6,,,unknown
banana,,68,72,,62.5,,67,3421.5
millet,,,,30.3,,,,
sugarcane,,48,,35.1,,,,
groundnut,,20,,26.7,,6.4,286,
barley,108,40,52,,,7.8,202,
sugarcane,,,,,,,,5519.7
groundnut,,33,,,,,,2281.9
sugarcane,94,,,,,7.9,,
,,,,,81.9,7.1,261,unknown
soybean,96,,,,99.1,,,unknown
cotton,,,34,15.1,34.5,7.6,,
maize,,43,,29.5,31.6,,,2280.5
millet,,34,,18.2,,5.0,,
millet,76,,24,,,,,unknown
millet,,30,62,21.9,,,,
unknown,83,,,,,,,
soybean,,,,,41.4,6.6,,unknown
wheat,,,23,26.7,,,117,3691.8
cotton,,,78,,,,,unknown
rice,,,,,,5.7,,3516.3
N/A,116,,,38.2,,,146,
cotton,,,,,,,,2077.0
soybean,,,,,,,255,
barley,,,,37.9,32.2,,,2717.4
wheat,101,51,,34.8,,5.6,,unknown
cotton,127,,,,,,,2533.5
rice,125,,68,,,6.7,,
groundnut,,30,40,28.4,,5.0,86,
groundnut,43,,,23.8,50.8,,,
groundnut,80,,,,32.2,,,
unknown,,,61,,,,,
,,,,15.6,79.6,7.6,,
groundnut,,,,,,,179,
sugarcane,,,,,,7.1,,unknown
,126,42,53,,,,,
soybean,,63,60,,34.9,5.3,,
soybean,,51,21,,93.2,,,
N/A,51,,,19.0,,,,
millet,47,32,,,,,151,
wheat,76,66,,,73.9,,,
N/A,,24,,,,8.4,,3828.7
groundnut,,,,,,7.3,,2119.3
millet,,,,,,,,
,,,,,65.8,5.4,243,
cotton,104,,,37.5,,,292,
groundnut,,44,,,,6.7,89,
groundnut,79,,,,,,,
soybean,42,,,,,,,
,65,,,,,,,
unknown,,,,29.0,70.1,7.7,,unknown
barley,65,,,,48.9,,178,unknown
rice,87,69,,,54.8,,,
groundnut,,51,29,,,,,
maize,,,,,,,,unknown
N/A,,,69,,,,,
groundnut,,,,,,,160,
wheat,,,55,38.5,,,,
wheat,115,,,,98.6,,,
millet,,,,,55.4,6.1,218,2644.2
millet,43,73,72,,,8.3,205,
millet,81,56,64,18.2,36.8,5.6,,unknown
groundnut,,29,,,,,,unknown
wheat,55,23,26,36.2,,5.0,289,
,,60,,,,,,unknown
cotton,,43,,33.3,,,136,
groundnut,,,47,,,7.9,,unknown
soybean,57,,,,43.8,,,unknown
unknown,,,,,57.3,8.1,,2477.1
millet,,,76,36.2,,5.0,184,
maize,,,,38.8,,,52,
banana,,53,,18.3,,5.2,241,
rice,,,43,,51.9,,,2462.2
maize,,56,,15.2,,,,
millet,110,,,21.7,44.3,5.8,,3138.5
cotton,,,,,49.3,,,3127.8
cotton,78,70,,,,4.5,,unknown
cotton,,52,,,,7.9,,
N/A,56,,45,,,,267,unknown
barley,50,,42,,47.3,,,2820.1
soybean,,,39,,62.0,,,3957.1
sugarcane,,,49,,45.5,7.3,,3447.5
,,,35,24.3,,,96,
millet,97,53,35,,,7.3,107,unknown
,,44,,27.5,,,,
banana,99,71,,,,,,
maize,,,,,,,104,
maize,,75,,,92.5,,,unknown
banana,50,80,,,,,,
unknown,,,,,,,138,unknown
groundnut,124,64,20,,,,,unknown
cotton,128,,71,,97.3,,293,2816.8
sugarcane,,74,,,68.8,,103,unknown
N/A,113,,39,,86.8,,,
millet,,48,34,28.2,,,170,unknown
groundnut,,56,,15.1,81.1,,78,
banana,68,,,,,,122,4453.1
sugarcane,,,79,25.0,,,,3710.9
soybean,,,,,64.9,,178,
maize,,48,,,,,,3601.9
groundnut,44,52,28,,,,244,
banana,,,,29.9,,7.7,238,
groundnut,,57,,,,8.0,197,
wheat,,,47,,,,,
cotton,,,,21.6,,7.4,,
cotton,,,,,71.5,,60,3246.3
,89,36,,,31.8,8.1,,3425.7
cotton,41,20,,,53.4,,,
groundnut,52,74,,24.1,,,,
groundnut,,,35,38.0,,8.2,,1551.7
rice,,79,,22.0,,,,unknown
sugarcane,,43,,,,,,unknown
sugarcane,70,,30,34.2,32.9,7.5,236,
maize,,,57,,39.0,,83,2971.9
groundnut,98,71,39,,,,,1537.1
rice,44,57,,,,,292,unknown
,103,,,,,,,
,,,,32.8,,6.5,75,unknown
banana,,,77,18.7,,,,
maize,,23,,18.7,,,,
millet,,,,,,,119,
cotton,56,,,,,,,
banana,,,80,,90.3,,,
wheat,43,,,20.3,91.2,,,unknown
banana,90,,,,,,,3443.0
cotton,44,,,,52.9,6.1,,unknown
cotton,,44,,,,,,
banana,,,20,,,,,unknown
maize,95,46,68,,,,237,
cotton,,,34,,,,,
wheat,,58,,,,5.3,,
unknown,,,,23.8,,6.6,138,
cotton,,,,,43.8,,,
groundnut,,,,,43.6,8.1,,2473.5
unknown,,,,,72.9,5.2,157,2197.4
cotton,65,,79,,,,,
groundnut,,,32,,31.1,,241,unknown
sugarcane,,,,31.0,74.4,,,4719.2
barley,,,,,,,,
maize,41,71,,,,,,
N/A,67,,32,30.0,97.6,,,unknown
maize,,,,,,,,
barley,103,,55,,80.5,,90,
barley,,69,72,,,8.5,,3551.1
,,60,,,,,,
wheat,,,,15.6,39.4,,178,unknown
groundnut,,,,,,,,
N/A,,,,35.7,38.3,,,
banana,,,49,,,5.0,,
,68,77,69,,,,182,unknown
cotton,61,,25,19.6,,6.1,,
barley,,,37,22.4,,,,
N/A,83,,,,,,,
groundnut,84,,,,,5.5,,unknown
banana,,21,61,22.7,,,220,
cotton,,,,,,,,
maize,113,68,,,75.1,,,
groundnut,,,55,,,5.9,115,
,,32,54,32.1,,,,unknown
soybean,,,,,,6.0,,3044.8
banana,74,20,,,,,,3725.7
groundnut,97,,51,36.0,,7.0,66,
banana,42,41,35,,,5.7,225,4198.4
N/A,89,80,,,,,,
barley,,,,22.9,,,,
wheat,70,,,,,8.0,102,unknown
rice,,24,,,,5.6,284,
barley,,31,79,,,,,
soybean,,,52,,,,177,unknown
millet,,,,,,,52,
N/A,,,,,,5.9,73,
sugarcane,,,53,,57.7,5.0,112,4713.4
unknown,120,48,41,,,6.7,234,
wheat,,56,22,,,,,
sugarcane,,,46,,,,,
groundnut,,44,,,75.2,6.4,137,2571.6
maize,,,,17.9,,,,
wheat,98,64,,24.1,,,,unknown
banana,,,,,,,,
unknown,78,28,,22.7,46.6,5.6,,3380.6
rice,,,33,34.0,70.2,7.0,,unknown
soybean,,,,,,7.1,,
cotton,99,,,,,,288,
cotton,,,,,95.3,6.6,221,
barley,,,67,,,,,unknown
banana,,,,,73.7,8.5,,
sugarcane,,,,,,,,unknown
soybean,,,,,,,,
banana,112,,,,84.0,,,unknown
N/A,,,36,,,,270,
millet,60,,,29.1,,,185,
N/A,,,,38.6,,6.9,,
millet,103,45,38,25.9,,,,unknown
N/A,,,,22.6,67.7,7.3,,
soybean,,,,25.1,,7.3,,
millet,,,,37.6,,5.6,,2169.1
sugarcane,124,,,,,,67,unknown
unknown,,,,17.9,72.3,4.7,,
N/A,,45,54,31.0,,,,unknown
soybean,,,,,,,,
cotton,124,54,77,,,,,2522.4
barley,97,53,52,15.7,,,,3415.3
millet,,,41,,53.7,,,unknown
sugarcane,,,52,24.0,,5.9,68,unknown
cotton,,54,40,21.6,,,,unknown
maize,,73,71,,,,,
maize,,28,,30.0,,8.5,,
sugarcane,,70,,,51.4,8.3,298,
cotton,,,75,,84.8,5.2,259,
barley,,28,,35.1,47.9,,245,unknown
,120,,,,,,,unknown
soybean,,76,,38.3,,,151,
barley,,36,,,,5.9,189,
sugarcane,,,,,37.7,,272,
,,28,50,,,4.7,,3446.3
banana,42,,,,,,88,
barley,,77,,,71.9,4.6,,
wheat,,,,,,,,3473.2
wheat,91,,,34.3,93.1,7.1,80,unknown
,,24,,,,,,2597.4
rice,79,,,34.9,69.6,5.5,,
unknown,,,26,33.2,,,93,2595.8
millet,,,,,41.4,,,unknown
groundnut,,27,,36.2,33.8,5.9,,
unknown,,,68,32.6,,,85,unknown
soybean,,,,,67.6,8.2,,3275.4
N/A,68,,,37.8,,,,unknown
